rgb_img,depth_img,path,mu,nu,lin_vel,ang_vel,x,y,traversability,timestamps
color/color_1733907993639822956.png,depth/depth_1733907993640030082.png,path/path_17339079933.png,mu/mu_17339079933.png,nu/nu_17339079933.png,"[0.5599982142448425, 0.5564494729042053, 0.5565370917320251, 1.1143463850021362, 0.5564932823181152, 1.114302396774292, 0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0]","[-0.9739099740982056, -0.9677382707595824, 0.9678906202316284, 0.0, 0.9678143858909608, 0.0, 0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.3958344084462773, 0.5089305457260813, 0.7351204484883518, 0.8482170414357566, 1.3006047494662885, 1.4137004986312698, 1.696442637747295, 1.9226342884349377, 2.2053675986279226, 2.4315613046914972, 2.5446586906174646, 2.7708522201136376, 3.0535894998816526, 3.2232343813012054, 3.392879453895515, 3.619072372202983, 3.7887177234165437, 3.8452656352411365, 3.8452656352411365, 0.0]","[0.08635629230789102, 0.07584751019421403, 0.12758208020519582, 0.12587110798839918, 0.15664271199160107, 0.17131391650454197, 0.14865652072829283, 0.1906961917468417, 0.2933295521249233, 0.28072833521310464, 0.27951824692858473, 0.26595772887672053, 0.19934123758808203, 0.21410167215979722, 0.1924139166227342, 0.16010784275740542, 0.17127979326653092, 0.18027686633132187, 0.18027686633141018, 0.0]","[0.536635516680145, 0.6110144225038857, 0.5366287767700654, 0.576843062798539, 0.5768565426186981, 0.6512354484424389, 0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0]",1733907993
color/color_1733907994040154617.png,depth/depth_1733907994041008080.png,path/path_17339079940.png,mu/mu_17339079940.png,nu/nu_17339079940.png,"[0.5564494729042053, 0.5565370917320251, 1.1143463850021362, 0.5564932823181152, 1.114302396774292, 0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0]","[-0.9677382707595824, 0.9678906202316284, 0.0, 0.9678143858909608, 0.0, 0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11309613727980394, 0.33928604004207447, 0.45238263298947934, 0.9047703410200112, 1.0178660901849925, 1.3006082293010177, 1.5267998799886604, 1.8095331901816452, 2.0357268962452197, 2.148824282171187, 2.37501781166736, 2.657755091435375, 2.827399972854928, 2.9970450454492377, 3.2232379637567057, 3.392883314970266, 3.449431226794859, 3.449431226794859, 3.449431226794859, 5.309597619763527e-15]","[-0.010508782113676993, 0.04122578789730481, 0.03951481568050816, 0.07028641968371005, 0.08495762419665095, 0.062300228420401796, 0.10433989943895064, 0.20697325981703224, 0.1943720429052136, 0.1931619546206937, 0.1796014365688295, 0.112984945280191, 0.1277453798519062, 0.10605762431484317, 0.07375155044951438, 0.08492350095863987, 0.0939205740234308, 0.09392057402351912, 0.09392057402351912, 2.2757729684543988e-14]","[0.6110144225038857, 0.5366287767700654, 0.576843062798539, 0.5768565426186981, 0.6512354484424389, 0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0]",1733907994
color/color_1733907994240749647.png,depth/depth_1733907994241893784.png,path/path_17339079941.png,mu/mu_17339079941.png,nu/nu_17339079941.png,"[0.5565370917320251, 1.1143463850021362, 0.5564932823181152, 1.114302396774292, 0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9678906202316284, 0.0, 0.9678143858909608, 0.0, 0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22618990276227052, 0.3392864957096754, 0.7916742037402074, 0.9047699529051887, 1.1875120920212139, 1.4137037427088566, 1.6964370529018415, 1.9226307589654161, 2.0357281448913835, 2.2619216743875565, 2.5446589541555715, 2.7143038355751243, 2.883948908169434, 3.110141826476902, 3.2797871776904626, 3.3363350895150554, 3.3363350895150554, 3.3363350895150554, 3.3363350895150607, 0.0]","[0.0517345700109818, 0.05002359779418515, 0.08079520179738704, 0.09546640631032796, 0.0728090105340788, 0.11484868155262765, 0.21748204193070925, 0.2048808250188906, 0.2036707367343707, 0.1901102186825065, 0.123493727393868, 0.1382541619655832, 0.11656640642852018, 0.08426033256319139, 0.09543228307231688, 0.10442935613710781, 0.10442935613719613, 0.10442935613719613, 0.10442935613721889, 0.0]","[0.5366287767700654, 0.576843062798539, 0.5768565426186981, 0.6512354484424389, 0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907994
color/color_1733907994440247259.png,depth/depth_1733907994440475408.png,path/path_17339079942.png,mu/mu_17339079942.png,nu/nu_17339079942.png,"[1.1143463850021362, 0.5564932823181152, 1.114302396774292, 0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9678143858909608, 0.0, 0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11309659294740487, 0.5654843009779368, 0.678580050142918, 0.9613221892589432, 1.1875138399465859, 1.4702471501395706, 1.6964408562031452, 1.8095382421291124, 2.0357317716252856, 2.3184690513933006, 2.4881139328128534, 2.657759005407163, 2.883951923714631, 3.0535972749281917, 3.1101451867527845, 3.1101451867527845, 3.1101451867527845, 3.11014518675279, 3.11014518675279, 0.0]","[-0.0017109722167966447, 0.029060631786405246, 0.043731836299346155, 0.021074440523096996, 0.06311411154164584, 0.16574747191972744, 0.1531462550079088, 0.1519361667233889, 0.1383756486715247, 0.0717591573828862, 0.08651959195460139, 0.06483183641753834, 0.032525762552209556, 0.043697713061335054, 0.05269478612612599, 0.05269478612621432, 0.05269478612621432, 0.05269478612623708, 0.05269478612623708, 0.0]","[0.576843062798539, 0.5768565426186981, 0.6512354484424389, 0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907994
color/color_1733907994640882991.png,depth/depth_1733907994641004905.png,path/path_17339079943.png,mu/mu_17339079943.png,nu/nu_17339079943.png,"[0.5564932823181152, 1.114302396774292, 0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9678143858909608, 0.0, 0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.4523877080305319, 0.5654834571955132, 0.8482255963115384, 1.074417246999181, 1.357150557192166, 1.5833442632557406, 1.6964416491817078, 1.9226351786778808, 2.205372458445896, 2.375017339865449, 2.5446624124597585, 2.7708553307672266, 2.940500681980787, 2.99704859380538, 2.99704859380538, 2.99704859380538, 2.9970485938053852, 2.9970485938053852, 2.9970485938053852, 0.0]","[0.03077160400320189, 0.0454428085161428, 0.022785412739893644, 0.0648250837584425, 0.1674584441365241, 0.15485722722470546, 0.15364713894018556, 0.14008662088832136, 0.07347012959968287, 0.08823056417139806, 0.06654280863433501, 0.034236734769006225, 0.04540868527813172, 0.05440575834292266, 0.054405758343010986, 0.054405758343010986, 0.054405758343033746, 0.054405758343033746, 0.054405758343033746, 0.0]","[0.5768565426186981, 0.6512354484424389, 0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907994
color/color_1733907995040906686.png,depth/depth_1733907995042053287.png,path/path_17339079944.png,mu/mu_17339079944.png,nu/nu_17339079944.png,"[1.114302396774292, 0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.11309574916498127, 0.3958378882810064, 0.6220295389686491, 0.904762849161634, 1.1309565552252085, 1.2440539411511757, 1.4702474706473487, 1.752984750415364, 1.9226296318349168, 2.0922747044292263, 2.3184676227366943, 2.4881129739502548, 2.5446608857748476, 2.5446608857748476, 2.5446608857748476, 2.544660885774853, 2.544660885774853, 2.544660885774853, 2.544660885774853, -0.0565484085994674]","[0.014671204512940912, -0.007986191263308247, 0.034053479755240604, 0.13668684013332222, 0.12408562322150357, 0.12287553493698367, 0.10931501688511945, 0.04269852559648096, 0.057458960168196155, 0.03577120463113311, 0.0034651307658043265, 0.014637081274929825, 0.02363415433972076, 0.023634154339809085, 0.023634154339809085, 0.02363415433983184, 0.02363415433983184, 0.02363415433983184, 0.02363415433983184, 0.0013951485242711358]","[0.6512354484424389, 0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907994
color/color_1733907995241792960.png,depth/depth_1733907995241544012.png,path/path_17339079950.png,mu/mu_17339079950.png,nu/nu_17339079950.png,"[0.5565370917320251, 1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9678906202316284, 0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28274213911602514, 0.5089337898036678, 0.7916670999966526, 1.0178608060602272, 1.1309581919861944, 1.3571517214823674, 1.6398890012503826, 1.8095338826699354, 1.979178955264245, 2.2053718735717127, 2.375017224785273, 2.431565136609866, 2.431565136609866, 2.431565136609866, 2.4315651366098714, 2.4315651366098714, 2.4315651366098714, 2.4315651366098714, 2.375016728010404, 0.0]","[-0.02265739577624916, 0.01938227524229969, 0.12201563562038129, 0.10941441870856264, 0.10820433042404273, 0.09464381237217852, 0.02802732108354003, 0.04278775565525522, 0.02110000011819218, -0.011206073747136606, -3.412323801110784e-05, 0.008962949826779826, 0.008962949826868152, 0.008962949826868152, 0.00896294982689091, 0.00896294982689091, 0.00896294982689091, 0.00896294982689091, 0.010358098351162045, 0.0]","[0.6512354484424389, 0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907995
color/color_1733907995440443693.png,depth/depth_1733907995441794540.png,path/path_17339079951.png,mu/mu_17339079951.png,nu/nu_17339079951.png,"[1.11316180229187, 1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22619165068764266, 0.5089249608806276, 0.735118666944202, 0.8482160528701692, 1.0744095823663422, 1.3571468621343574, 1.5267917435539102, 1.6964368161482197, 1.9226297344556877, 2.092275085669248, 2.148822997493841, 2.148822997493841, 2.148822997493841, 2.148822997493846, 2.148822997493846, 2.148822997493846, 2.148822997493846, 2.092274588894379, 2.092274588894379, -5.279384750248472e-15]","[0.04203967101854885, 0.14467303139663046, 0.1320718144848118, 0.1308617262002919, 0.11730120814842769, 0.0506847168597892, 0.0654451514315044, 0.04375739589444135, 0.011451322029112566, 0.022623272538238065, 0.031620345603028996, 0.03162034560311732, 0.03162034560311732, 0.03162034560314008, 0.03162034560314008, 0.03162034560314008, 0.03162034560314008, 0.03301549412741121, 0.03301549412741121, -3.6300456154169126e-14]","[0.7256210941762591, 0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907995
color/color_1733907995641239187.png,depth/depth_1733907995641443850.png,path/path_17339079952.png,mu/mu_17339079952.png,nu/nu_17339079952.png,"[1.1092749834060671, 1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28273331019298487, 0.5089270162565593, 0.6220244021825265, 0.8482179316786996, 1.1309552114467147, 1.3006000928662675, 1.470245165460577, 1.696438083768045, 1.8660834349816053, 1.922631346806198, 1.9226313468061977, 1.9226313468061977, 1.922631346806203, 1.922631346806203, 1.922631346806203, 1.922631346806203, 1.8660829382067357, 1.8660829382067357, 1.8660829382067303, -0.05654860693754085]","[0.1026333603780816, 0.09003214346626295, 0.08882205518174305, 0.07526153712987883, 0.008645045841240345, 0.023405480412955537, 0.0017177248758924943, -0.03058834898943629, -0.019416398480310793, -0.010419325415519858, -0.010419325415431533, -0.010419325415431533, -0.010419325415408775, -0.010419325415408775, -0.010419325415408775, -0.010419325415408775, -0.00902417689113764, -0.00902417689113764, -0.00902417689117394, -0.00011792918564756429]","[0.7256210941762591, 0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907995
color/color_1733907996042766318.png,depth/depth_1733907996042933094.png,path/path_17339079960.png,mu/mu_17339079960.png,nu/nu_17339079960.png,"[1.1130303144454956, 1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.2261937060635745, 0.3392910919895417, 0.5654846214857148, 0.84822190125373, 1.0178667826732828, 1.1875118552675923, 1.4137047735750603, 1.5833501247886206, 1.6398980366132132, 1.639898036613213, 1.639898036613213, 1.6398980366132183, 1.6398980366132183, 1.6398980366132183, 1.6398980366132183, 1.583349628013751, 1.583349628013751, 1.5833496280137456, 1.5268010210762046, 0.11309716520688705]","[-0.012601216911818647, -0.013811305196338546, -0.02737182324820276, -0.09398831453684126, -0.07922787996512606, -0.1009156355021891, -0.13322170936751787, -0.12204975885839237, -0.11305268579360143, -0.11305268579351312, -0.11305268579351312, -0.11305268579349036, -0.11305268579349036, -0.11305268579349036, -0.11305268579349036, -0.11165753726921922, -0.11165753726921922, -0.11165753726925552, -0.11177546645490309, 0.003799590433614143]","[0.7256278340863387, 0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907996
color/color_1733907996243047877.png,depth/depth_1733907996243130945.png,path/path_17339079961.png,mu/mu_17339079961.png,nu/nu_17339079961.png,"[1.1143463850021362, 0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, -0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.1130973859259672, 0.3392909154221403, 0.6220281951901554, 0.7916730766097082, 0.9613181492040177, 1.1875110675114857, 1.357156418725046, 1.4137043305496386, 1.4137043305496384, 1.4137043305496384, 1.4137043305496437, 1.4137043305496437, 1.4137043305496437, 1.4137043305496437, 1.3571559219501763, 1.3571559219501763, 1.357155921950171, 1.30060731501263, 1.4137044802195171, 0.0]","[-0.0012100882845198987, -0.014770606336384114, -0.08138709762502261, -0.06662666305330742, -0.08831441859037045, -0.12062049245569924, -0.10944854194657375, -0.10045146888178282, -0.1004514688816945, -0.1004514688816945, -0.10045146888167174, -0.10045146888167174, -0.10045146888167174, -0.10045146888167174, -0.0990563203574006, -0.0990563203574006, -0.0990563203574369, -0.09917424954308447, -0.09537465910947032, 0.0]","[0.7256278340863387, 0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907996
color/color_1733907996442417961.png,depth/depth_1733907996442579969.png,path/path_17339079962.png,mu/mu_17339079962.png,nu/nu_17339079962.png,"[0.5565809011459351, 1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.967966854572296, 0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.22619352949617308, 0.5089308092641882, 0.678575690683741, 0.8482207632780505, 1.0744136815855185, 1.2440590327990788, 1.3006069446236714, 1.3006069446236712, 1.3006069446236712, 1.3006069446236765, 1.3006069446236765, 1.3006069446236765, 1.3006069446236765, 1.2440585360242091, 1.2440585360242091, 1.2440585360242038, 1.1875099290866629, 1.30060709429355, 1.30060709429355, 3.503847120856096e-15]","[-0.013560518051864215, -0.0801770093405027, -0.06541657476878751, -0.08710433030585055, -0.11941040417117933, -0.10823845366205384, -0.09924138059726291, -0.09924138059717459, -0.09924138059717459, -0.09924138059715183, -0.09924138059715183, -0.09924138059715183, -0.09924138059715183, -0.09784623207288069, -0.09784623207288069, -0.097846232072917, -0.09796416125856457, -0.09416457082495042, -0.09416457082495042, 2.9361106808354286e-14]","[0.651343406213005, 0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907996
color/color_1733907996642736671.png,depth/depth_1733907996643115405.png,path/path_17339079963.png,mu/mu_17339079963.png,nu/nu_17339079963.png,"[1.1143463850021362, 0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, -0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.28273727976801516, 0.4523821611875679, 0.6220272337818774, 0.8482201520893453, 1.0178655033029056, 1.0744134151274982, 1.074413415127498, 1.074413415127498, 1.0744134151275033, 1.0744134151275033, 1.0744134151275033, 1.0744134151275033, 1.017865006528036, 1.017865006528036, 1.0178650065280306, 0.9613163995904898, 1.0744135647973767, 1.0744135647973767, 1.0744135647973803, 1.7523235975055575e-15]","[-0.06661649128863849, -0.051856056716923296, -0.07354381225398635, -0.10584988611931513, -0.09467793561018964, -0.08568086254539871, -0.08568086254531039, -0.08568086254531039, -0.08568086254528763, -0.08568086254528763, -0.08568086254528763, -0.08568086254528763, -0.08428571402101649, -0.08428571402101649, -0.0842857140210528, -0.08440364320670037, -0.08060405277308622, -0.08060405277308622, -0.08060405277305685, 1.456070315173927e-14]","[0.5770589783396713, 0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907996
color/color_1733907997043630217.png,depth/depth_1733907997043739620.png,path/path_17339079970.png,mu/mu_17339079970.png,nu/nu_17339079970.png,"[0.557151198387146, 0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[-0.968958616256714, 0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16964488141955278, 0.3392899540138623, 0.5654828723213303, 0.7351282235348907, 0.7916761353594834, 0.7916761353594832, 0.7916761353594832, 0.7916761353594886, 0.7916761353594886, 0.7916761353594886, 0.7916761353594886, 0.7351277267600211, 0.7351277267600211, 0.7351277267600158, 0.678579119822475, 0.791676285029362, 0.791676285029362, 0.7916762850293656, 0.7916762850293674, -0.05654841544745898]","[0.014760434571715192, -0.006927320965347851, -0.039233394830676636, -0.028061444321551138, -0.019064371256760203, -0.01906437125667188, -0.01906437125667188, -0.019064371256649122, -0.019064371256649122, -0.019064371256649122, -0.019064371256649122, -0.017669222732377986, -0.017669222732377986, -0.017669222732414287, -0.01778715191806185, -0.013987561484447707, -0.013987561484447707, -0.013987561484418345, -0.013987561484403783, -9.950048144979212e-05]","[0.5770589783396712, 0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907997
color/color_1733907997243752993.png,depth/depth_1733907997243912729.png,path/path_17339079971.png,mu/mu_17339079971.png,nu/nu_17339079971.png,"[0.557151198387146, 1.1128989458084106, 1.1142585277557373, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.968958616256714, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.16964507259430953, 0.3958379909017775, 0.5654833421153379, 0.6220312539399306, 0.6220312539399304, 0.6220312539399304, 0.6220312539399357, 0.6220312539399357, 0.6220312539399357, 0.6220312539399357, 0.5654828453404683, 0.5654828453404683, 0.565482845340463, 0.5089342384029222, 0.6220314036098092, 0.6220314036098092, 0.6220314036098128, 0.6220314036098146, 0.5654829881623555, -5.26660391202455e-15]","[-0.021687755537063043, -0.05399382940239183, -0.04282187889326633, -0.0338248058284754, -0.033824805828387074, -0.033824805828387074, -0.033824805828364314, -0.033824805828364314, -0.033824805828364314, -0.033824805828364314, -0.03242965730409318, -0.03242965730409318, -0.03242965730412948, -0.03254758648977704, -0.0287479960561629, -0.0287479960561629, -0.028747996056133537, -0.028747996056118975, -0.028847496537568768, -4.0677875491602687e-14]","[0.6514311442533327, 0.6142889303166658, 0.8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",1733907997
